28977	2.77186
29572	7.87594
33778	2.73927
37002	2.57474
40362	3.02927
50828	6.68005
29829	7.25684
32257	9.25147
32955	2.65179
48890	9.53838
42862	7.29047
31011	7.11652
61895	3.177
49250	7.91732
58565	3.95414
35562	7.25391
53764	2.5871
53870	3.39352
61708	10.9077
49542	3.71171
49048	2.50554
33586	6.21895
58576	4.30123
58886	2.61395
61629	2.53612
54202	2.94102
43415	2.51516
49322	2.33705
49643	3.0339
39031	2.85335
39028	2.47404
30959	9.68088
29414	4.46786
29413	4.66444
34152	7.36952
34151	9.58419
30680	2.67566
58583	11.1144
29967	4.56186
48805	7.06898
29976	6.59642
40394	8.00968
38085	2.5879
32865	2.71559
29328	3.75101
35962	4.28317
38393	4.36503
34283	5.97015
58831	8.06238
38305	8.47235
40718	6.68408
31013	2.8649
61847	3.18599
31074	4.58575
61885	4.45327
43147	8.10818
43148	3.3126
29139	2.36413
35914	8.92982
32584	6.863
35913	3.94558
29799	2.728
29798	4.08106
31407	3.38516
31364	2.85959
36621	7.1229
37178	8.23114
31014	2.50443
61920	2.64061
49899	2.65654
33397	8.71483
35309	2.75984
36741	8.09268
32191	5.04213
30452	2.89265
51506	9.98706
51505	8.34072
38465	8.6104
30198	7.26514
28951	4.45786
31596	8.14042
31015	2.98803
30201	2.573
30208	6.14911
33771	3.581
35112	7.38334
35113	7.36714
32819	3.36669
30784	5.20884
31016	2.68203
33511	2.5544
31614	6.41106
48915	6.97622
42331	4.56898
34719	2.9943
29677	2.94855
29930	5.38992
36537	7.81029
31017	2.86122
34153	7.55205
32282	5.43706
36101	3.03616
34512	8.64099
31699	3.16952
31221	6.32673
32988	2.55607
31003	2.73271
38265	5.39298
30542	8.47555
30541	7.43729
30538	9.20997
30260	9.83675
30259	8.25696
44184	7.8941
44182	9.4454
31004	6.42378
30264	5.09086
44181	2.53933
33809	6.12348
35971	5.4869
44180	8.47136
34466	9.7015
38184	6.55928
34947	2.78835
30539	10.6582
31005	4.80108
36690	2.9068
34794	4.09228
34776	4.9003
34530	7.13784
32544	3.29005
31927	4.38115
31798	3.05723
30258	5.13113
30257	6.19139
49761	6.11978
34832	2.75771
31589	5.01158
36341	7.382
37545	8.72486
50444	2.87045
29138	5.70346
43173	10.5548
35941	8.90408
38218	6.23245
37992	11.1109
40920	7.85926
37664	3.17071
34847	6.51148
38340	4.01842
30512	3.33903
31006	2.87077
35911	9.73513
44149	4.83952
28975	7.78804
43491	2.37462
39239	4.79182
50449	8.22812
31682	2.87896
32316	6.42921
31007	3.16737
38014	3.46254
43864	2.94191
28953	6.47189
40494	10.1654
34374	2.55807
37875	7.79642
38341	5.28612
43177	2.74834
38727	9.30272
31008	2.65898
31893	5.50056
37467	6.71119
50930	5.51994
36173	8.68948
31110	2.4948
35350	5.94418
35352	4.27676
36299	4.05518
35202	8.57767
31009	2.72944
38086	6.76668
38429	6.49959
36338	3.3745
48920	3.11104
39264	9.96885
33855	3.56957
34851	8.25365
29142	6.45328
29745	7.83307
34850	8.69767
33166	5.24052
33164	6.44324
44137	3.29558
39091	9.48565
29143	4.15999
44221	8.72662
38776	5.75059
49275	7.82942
40202	7.55499
51347	7.36766
34662	5.51655
33454	3.256
33452	9.11912
17085	9.57347
30279	2.88582
33453	8.37647
39645	5.58171
38751	2.7525
37999	2.68923
31853	3.37566
30123	6.00413
42342	3.364
49352	6.64479
31738	12.1341
29144	6.88658
40071	7.48598
31973	7.61016
38087	10.5887
35593	2.88313
34557	2.57816
34537	2.50534
38088	2.96987
42967	2.77577
33070	2.95517
31021	3.82242
32157	6.86347
44154	5.53033
29985	2.99446
38089	2.65067
38090	8.96831
53837	5.43146
35638	5.45701
31246	4.00325
31022	8.40336
39694	5.38585
31632	2.73398
29599	3.07084
50875	2.88246
38091	3.26805
34833	2.73545
32613	9.13661
39735	9.02054
49478	7.96329
30465	4.7782
37960	7.556
49890	7.26072
32992	2.42553
37437	5.50965
51402	7.68633
38304	7.13764
35307	2.7508
42316	8.42767
39414	8.6611
36626	2.67403
31023	4.82298
37965	9.45819
35550	6.43714
35551	7.28099
35604	5.56744
29173	4.02634
30197	5.67766
31024	5.60148
50159	5.04548
32806	2.74309
35211	7.43951
44342	7.66562
36911	2.60393
34807	2.58242
34806	6.68961
34808	2.6413
36246	8.98075
14840	8.54505
30364	6.93128
29332	4.12697
35630	9.23106
35600	4.87669
37033	8.04507
36039	5.38324
38092	2.68874
34597	2.81226
29146	8.27015
33874	7.12354
31636	2.48237
37019	7.95266
35152	7.68074
35100	6.98607
38093	8.00211
29029	9.89283
36627	6.82328
33176	2.72416
50247	10.5701
30058	3.65036
48931	3.35238
35205	6.70389
56529	3.61388
37174	7.28032
42997	5.88294
36623	8.16772
28994	3.28868
37732	5.20169
42515	9.24033
16334	6.13681
30265	4.50463
32931	3.28455
29246	7.93072
37447	3.84529
39700	3.41065
36344	5.97622
38854	4.95744
17520	6.13134
31635	4.9965
35757	6.55708
35071	10.1133
33130	6.36705
43075	2.75107
30638	2.70517
38094	6.27821
33127	3.06242
29147	6.00864
50636	2.77122
38095	2.62572
37818	4.60783
38096	3.40318
39397	5.51139
29804	2.82893
30365	10.1359
33722	7.74659
36529	8.62158
31026	3.26615
36528	9.73416
36527	3.66007
43499	2.93093
29894	3.12807
29596	2.65747
43165	5.63645
29148	7.38893
35793	9.94977
34317	2.83884
29988	4.50835
35948	2.55286
37872	3.85335
30184	3.4631
30186	2.77949
30185	2.85644
36170	5.90567
33753	6.68093
33752	3.51129
32583	7.48946
32582	6.15384
33043	5.54278
30848	2.61672
30847	2.80252
31027	2.93768
31121	5.45599
35178	2.99849
53371	12.489
32879	5.76632
30715	6.4697
44213	9.09076
44214	2.99106
49312	12.1117
30738	5.47551
30735	4.85583
35670	2.7926
35122	5.98351
29150	2.35686
43045	8.10355
51821	9.11699
31251	2.95069
51172	3.28892
42965	8.21885
34536	2.58714
30020	4.47323
36530	3.76175
29615	10.6138
37566	3.20455
32242	12.739
31028	8.49877
30288	9.57803
34198	6.77808
29679	6.93651
43987	5.59758
38098	3.60051
29948	2.81004
37004	3.12555
38099	2.41852
30662	6.35341
31029	6.43176
37958	2.6757
37822	7.68146
35535	3.09738
35534	2.63019
51348	9.2708
31031	2.73799
35782	5.45986
30960	5.01649
40926	7.69593
31018	9.91202
37750	7.10267
30531	5.80798
38870	4.32813
35171	7.45516
31063	7.86007
49192	9.5267
36826	4.74699
33241	9.7436
37823	5.44683
50253	7.77309
32754	9.20126
52381	6.78222
38250	2.716
43483	2.43607
38307	7.55389
54072	7.20516
49571	3.663
33353	5.6668
38101	3.39506
30217	3.11894
31032	2.87685
34465	7.0892
29937	3.85794
29554	3.13615
37038	8.56824
50526	9.62279
32288	4.39628
29023	4.50811
33252	8.15797
29152	2.95276
29848	4.39497
29986	4.59137
43504	2.55878
30795	7.25537
43452	6.32783
37060	8.22058
37157	6.94175
40078	9.12241
32020	7.25932
38308	7.58371
31033	2.82611
51268	7.42702
36329	3.38808
29427	8.63924
39259	3.47442
34935	7.39618
35354	5.37696
35432	9.15722
31158	8.37998
53302	11.2149
32626	6.76447
33831	9.62856
35169	7.97807
35168	9.21623
49016	3.20001
39442	5.22939
39443	10.7877
31306	6.75902
50881	6.91242
29153	7.8934
38461	10.0588
31318	7.45953
38102	7.4025
38103	7.9266
35622	5.64554
31253	5.12713
36080	7.14719
40325	7.68605
29610	2.63692
30289	3.57213
35193	3.35078
35192	3.08879
35187	3.56751
35186	2.7249
35184	6.69407
31041	4.14363
35180	5.22984
28997	8.25155
29603	4.78577
31900	3.14602
43070	3.0988
38104	9.69456
31042	10.1209
36307	6.42479
31492	5.61768
37075	7.34341
38111	7.68303
29439	4.94366
29441	8.84104
34815	3.69393
34814	9.2479
58477	8.80373
42779	4.48383
31043	6.06346
38423	9.07892
50569	5.08775
35590	6.53806
38830	6.19082
42441	2.69218
38971	2.83647
30663	2.42421
37693	9.37053
29156	2.82586
31474	9.24902
28988	10.6168
38544	10.5533
34579	8.12974
35849	6.78091
38235	11.5861
31044	8.12866
43405	9.00496
28970	10.411
30537	10.0653
29438	7.32927
30334	6.37532
30335	7.07158
38430	4.88153
40945	6.06542
35558	6.82532
35382	8.46032
35315	8.73831
38115	3.57184
43111	2.4854
30053	2.54107
37616	6.3381
43396	5.93249
30359	2.90891
34779	8.90491
35381	2.60391
48870	7.9155
31050	3.24331
31621	3.03799
48828	7.97321
36975	5.84541
30948	9.34064
30944	11.0831
30942	9.8566
37006	10.9711
32254	2.62918
29847	6.89848
37020	3.3681
32760	9.45052
31235	3.2462
34427	6.48454
33248	2.55109
38659	4.08814
33494	6.74918
29256	6.57696
31051	4.39177
38117	2.73667
39923	6.60509
48873	5.35577
38320	8.07844
38118	3.1408
30760	9.55237
35328	2.72619
31052	4.77831
30290	2.73377
36109	8.23372
38119	6.7896
48804	4.40742
34035	9.99967
35718	5.19391
36692	6.1186
61921	6.9843
31053	6.96965
43991	6.49839
43175	6.04466
34940	2.64029
43967	5.01377
50540	8.74143
36499	4.35409
51413	6.60177
38123	7.22178
37426	6.70278
37574	6.11574
43243	6.52142
43241	6.84798
38124	5.98211
58836	10.4026
38125	8.4449
38303	3.07858
31054	4.71565
51260	2.49027
38126	5.10479
36836	8.64429
29777	3.17747
38127	5.39493
43304	4.77346
34902	2.9747
42437	2.97334
58554	5.16978
29158	3.95989
50276	6.70261
40554	8.14312
50629	2.80624
50631	8.48253
50630	3.85388
30871	5.00664
38773	2.79395
38772	2.46457
44322	4.33483
33509	8.20328
49529	6.51637
35530	9.40598
34389	4.70082
31571	2.54477
38633	9.05238
38632	10.0794
31399	5.90426
31400	2.63114
50798	2.99691
33041	2.23132
29225	2.68333
36618	7.09115
36705	2.7299
38128	2.72686
43712	5.65247
37472	7.28364
38129	4.98392
29773	8.1796
38130	8.30897
32232	8.42167
35885	4.58991
31353	4.39624
36815	4.17461
50851	5.59504
32243	4.72616
31683	10.1316
31557	3.21354
31144	2.65283
34398	2.51624
31059	2.56665
32040	3.12898
32224	5.06717
35066	2.99482
30947	3.73363
30949	11.9273
35907	5.48187
43522	3.26811
31060	9.7584
31061	7.94512
30768	6.54275
39460	6.78177
39794	6.59967
36842	3.05044
35719	2.27368
30466	6.65291
29636	2.40049
31062	2.82951
34414	4.02237
35292	7.00472
33391	8.0979
33673	6.24239
33812	10.1599
52374	12.0245
31064	8.59937
36218	10.1206
35756	7.5711
35618	3.29224
35602	5.33793
35601	9.11409
35273	4.28623
34888	3.00726
31065	8.79281
34843	3.07892
34804	2.62828
34803	4.71462
34723	2.69835
34264	5.11114
33299	4.81775
33322	3.03818
33017	5.89872
29385	2.8119
31087	2.63272
30885	2.60434
50463	6.50998
31389	9.02845
34341	3.75178
33827	4.55817
33666	6.02878
38587	6.58527
35912	5.86445
32504	5.90217
30343	10.15
39323	5.8652
42884	2.91993
49535	3.16951
40917	7.28426
52749	8.06509
36346	4.52507
36327	3.43207
36343	7.90999
36348	7.00185
33663	6.01783
36181	4.46098
35308	2.60173
33609	10.0417
