180	C0001413	2
181	C0001418	3
182	C0001420	3
183	C0001428	8
184	C0001430	3
185	C0001431	3
186	C0001432	3
187	C0001433	3
188	C0001442	3
189	C0001443	2
190	C0001455	2
191	C0001459	2
192	C0001461	2
193	C0001462	2
194	C0001465	2
195	C0001468	2
196	C0001473	2
197	C0001476	2
198	C0001479	2
199	C0001480	2
200	C0001483	7
201	C0001486	3
202	C0001492	2
203	C0001506	2
204	C0001516	8
205	C0001519	3
206	C0001522	2
207	C0001527	8
208	C0001557	8
209	C0001560	8
210	C0001563	8
211	C0001564	8
212	C0001566	8
213	C0001568	8
214	C0001575	8
215	C0001576	3
216	C0001613	8
217	C0001614	3
218	C0001617	2
219	C0001618	3
220	C0001621	3
221	C0001622	3
222	C0001623	3
223	C0001624	3
224	C0001625	8
225	C0001627	3
226	C0001636	2
227	C0001637	2
228	C0001645	2
229	C0001646	8
230	C0001652	2
231	C0001655	2
232	C0001674	8
233	C0001683	8
234	C0001690	8
235	C0001702	5
236	C0001703	7
237	C0001714	2
238	C0001717	2
239	C0001723	3
240	C0001727	3
241	C0001728	8
242	C0001733	3
243	C0001734	2
244	C0001737	8
245	C0001745	8
246	C0001748	3
247	C0001752	3
248	C0001762	5
249	C0001768	3
250	C0001780	8
251	C0001783	8
252	C0001787	3
253	C0001801	5
254	C0001807	3
255	C0001811	5
256	C0001814	2
257	C0001815	3
258	C0001824	3
259	C0001828	3
260	C0001829	8
261	C0001849	3
262	C0001857	3
263	C0001861	8
264	C0001866	8
265	C0001868	8
266	C0001869	2
267	C0001872	2
268	C0001873	8
269	C0001874	8
270	C0001881	8
271	C0001882	3
272	C0001883	3
273	C0001884	5
274	C0001890	3
275	C0001895	8
276	C0001897	2
277	C0001898	2
278	C0001911	2
279	C0001916	8
280	C0001924	2
281	C0001925	3
282	C0001927	2
283	C0001940	3
284	C0001954	2
285	C0001957	3
286	C0001962	2
287	C0001963	2
288	C0001964	2
289	C0001971	2
290	C0001973	3
291	C0001975	2
292	C0001976	2
293	C0001977	2
294	C0001978	2
295	C0001979	2
296	C0001985	2
297	C0001988	2
298	C0001992	2
299	C0001994	2
300	C0002006	2
301	C0002011	2
302	C0002016	3
303	C0002018	3
304	C0002022	7
305	C0002025	2
306	C0002045	8
307	C0002052	2
308	C0002053	2
309	C0002055	2
310	C0002058	2
311	C0002062	2
312	C0002063	3
313	C0002064	3
314	C0002065	2
315	C0002066	3
316	C0002068	2
317	C0002072	2
318	C0002073	2
319	C0002074	8
320	C0002077	2
321	C0002078	2
322	C0002083	2
323	C0002119	2
324	C0002121	8
325	C0002125	7
326	C0002129	2
327	C0002144	2
328	C0002151	2
329	C0002152	3
330	C0002154	2
331	C0002156	2
332	C0002157	2
333	C0002158	2
334	C0002159	2
335	C0002160	2
336	C0002164	2
337	C0002170	3
338	C0002171	3
339	C0002173	3
340	C0002185	2
341	C0002190	2
342	C0002191	2
343	C0002199	2
344	C0002210	2
345	C0002211	2
346	C0002215	2
347	C0002245	2
348	C0002246	2
349	C0002253	2
350	C0002257	2
351	C0002262	2
352	C0002302	2
353	C0002312	3
354	C0002313	2
355	C0002331	7
356	C0002333	2
357	C0002334	2
358	C0002335	2
359	C0002362	2
360	C0002367	2
361	C0002371	2
362	C0002374	2
363	C0002377	2
364	C0002382	3
365	C0002386	8
366	C0002390	3
367	C0002395	3
368	C0002402	2
369	C0002403	2
370	C0002406	2
371	C0002413	2
372	C0002418	3
373	C0002421	2
374	C0002422	8
375	C0002423	8
376	C0002424	8
377	C0002427	8
378	C0002438	3
379	C0002448	3
380	C0002452	8
381	C0002453	3
382	C0002454	8
383	C0002467	2
384	C0002475	2
385	C0002482	2
386	C0002483	2
387	C0002485	2
388	C0002488	2
389	C0002497	2
390	C0002499	2
391	C0002502	2
392	C0002503	2
393	C0002505	8
394	C0002508	2
395	C0002511	5
396	C0002512	2
397	C0002514	3
398	C0002516	2
399	C0002518	8
400	C0002520	2
401	C0002521	2
402	C0002522	2
403	C0002523	2
404	C0002524	2
405	C0002525	2
406	C0002526	2
407	C0002527	2
408	C0002530	2
409	C0002531	2
410	C0002534	3
411	C0002536	2
412	C0002540	2
413	C0002545	2
414	C0002546	2
415	C0002553	2
416	C0002555	2
417	C0002556	2
418	C0002558	2
419	C0002561	2
420	C0002563	2
421	C0002569	2
422	C0002570	2
423	C0002573	2
424	C0002575	2
425	C0002578	2
426	C0002583	2
427	C0002585	2
428	C0002586	2
429	C0002588	2
430	C0002594	2
431	C0002598	2
432	C0002600	2
433	C0002602	2
434	C0002607	2
435	C0002612	2
436	C0002615	2
437	C0002618	2
438	C0002620	2
439	C0002621	8
440	C0002622	3
441	C0002627	8
442	C0002638	8
443	C0002640	2
444	C0002641	2
445	C0002645	2
446	C0002658	2
447	C0002667	2
448	C0002670	2
449	C0002679	2
450	C0002680	2
451	C0002697	2
452	C0002699	2
453	C0002707	2
454	C0002708	8
455	C0002712	2
456	C0002716	2
457	C0002721	2
458	C0002723	2
459	C0002726	3
460	C0002732	2
461	C0002735	3
462	C0002736	3
463	C0002743	2
464	C0002749	8
465	C0002750	5
466	C0002752	2
467	C0002757	3
468	C0002763	2
469	C0002766	8
470	C0002768	8
471	C0002771	2
472	C0002772	2
473	C0002773	2
474	C0002783	8
475	C0002788	5
476	C0002791	2
477	C0002792	3
478	C0002795	7
479	C0002796	3
480	C0002797	3
481	C0002800	2
482	C0002802	2
483	C0002804	8
484	C0002805	8
485	C0002808	8
486	C0002810	8
487	C0002823	2
488	C0002844	2
489	C0002852	2
490	C0002854	2
491	C0002856	2
492	C0002859	2
493	C0002860	2
494	C0002862	2
495	C0002864	2
496	C0002865	2
497	C0002871	3
498	C0002874	3
499	C0002875	3
500	C0002876	3
501	C0002878	3
502	C0002880	3
503	C0002881	3
504	C0002882	3
505	C0002884	3
506	C0002886	3
507	C0002888	3
508	C0002890	3
509	C0002891	3
510	C0002892	3
511	C0002893	3
512	C0002895	3
513	C0002896	3
514	C0002902	8
515	C0002903	8
516	C0002905	8
517	C0002911	8
518	C0002912	8
519	C0002932	2
520	C0002934	2
521	C0002937	2
522	C0002938	3
523	C0002940	3
524	C0002949	3
525	C0002950	3
526	C0002962	3
527	C0002965	3
528	C0002971	8
529	C0002978	8
530	C0002979	8
531	C0002986	3
532	C0002989	3
533	C0002992	3
534	C0002994	3
535	C0002996	8
536	C0002997	8
537	C0003009	2
538	C0003017	2
539	C0003018	2
540	C0003030	2
541	C0003035	2
542	C0003036	2
543	C0003038	2
544	C0003042	2
545	C0003046	8
546	C0003047	3
547	C0003048	8
548	C0003050	8
549	C0003058	8
550	C0003062	7
551	C0003063	7
552	C0003064	7
553	C0003067	7
554	C0003075	2
555	C0003076	8
556	C0003080	2
557	C0003081	3
558	C0003082	2
559	C0003090	3
560	C0003098	8
561	C0003114	3
562	C0003119	8
563	C0003123	3
564	C0003125	3
565	C0003126	3
566	C0003128	3
567	C0003129	3
568	C0003130	3
569	C0003132	3
570	C0003134	2
571	C0003151	8
572	C0003153	8
573	C0003154	8
574	C0003161	2
575	C0003163	2
576	C0003164	3
577	C0003165	3
578	C0003166	2
579	C0003167	2
580	C0003168	2
581	C0003169	2
582	C0003172	2
583	C0003174	2
584	C0003175	3
585	C0003184	8
586	C0003185	8
587	C0003187	8
588	C0003188	8
589	C0003189	8
590	C0003191	2
591	C0003204	2
592	C0003207	2
593	C0003209	2
594	C0003211	2
595	C0003219	8
596	C0003232	2
597	C0003236	2
598	C0003237	2
599	C0003241	2
600	C0003250	2
601	C0003255	5
602	C0003257	3
603	C0003259	5
604	C0003261	5
605	C0003271	8
606	C0003272	5
607	C0003273	8
608	C0003277	2
609	C0003280	2
610	C0003284	2
611	C0003286	2
612	C0003289	2
613	C0003290	2
614	C0003297	2
615	C0003304	2
616	C0003313	2
617	C0003314	5
618	C0003315	8
619	C0003316	2
620	C0003319	5
621	C0003320	2
622	C0003321	2
623	C0003322	2
624	C0003323	2
625	C0003324	2
626	C0003326	2
627	C0003327	2
628	C0003329	2
629	C0003334	2
630	C0003335	2
631	C0003337	2
632	C0003338	2
633	C0003339	2
634	C0003341	2
635	C0003342	2
636	C0003343	2
637	C0003364	2
638	C0003376	2
639	C0003377	2
640	C0003379	2
641	C0003380	2
642	C0003381	2
643	C0003382	2
644	C0003383	2
645	C0003387	2
646	C0003392	2
647	C0003393	8
648	C0003402	2
649	C0003403	2
650	C0003410	2
651	C0003420	2
652	C0003422	2
653	C0003431	3
654	C0003433	2
655	C0003438	2
656	C0003440	2
657	C0003445	2
658	C0003448	2
659	C0003449	2
660	C0003451	2
661	C0003458	2
662	C0003460	3
663	C0003461	8
664	C0003462	3
665	C0003463	3
666	C0003466	3
667	C0003467	5
668	C0003469	3
669	C0003483	8
670	C0003484	8
671	C0003486	3
672	C0003490	3
673	C0003492	8
674	C0003493	3
675	C0003496	3
676	C0003499	3
677	C0003500	3
678	C0003501	8
679	C0003507	3
680	C0003509	3
681	C0003516	8
682	C0003522	2
683	C0003534	8
684	C0003537	3
685	C0003571	8
686	C0003574	2
687	C0003578	3
688	C0003589	2
689	C0003590	2
690	C0003591	2
691	C0003595	2
692	C0003596	2
693	C0003601	2
694	C0003606	2
695	C0003609	8
696	C0003615	3
697	C0003618	5
698	C0003622	5
699	C0003624	8
700	C0003635	3
701	C0003640	2
702	C0003649	8
703	C0003650	3
704	C0003651	2
705	C0003662	8
706	C0003674	2
707	C0003676	2
708	C0003679	2
709	C0003680	2
710	C0003681	2
711	C0003682	2
712	C0003695	2
713	C0003701	2
714	C0003706	3
715	C0003723	3
716	C0003729	2
717	C0003737	8
718	C0003738	8
719	C0003751	2
720	C0003753	2
721	C0003756	3
722	C0003765	2
723	C0003766	2
724	C0003775	2
725	C0003777	2
726	C0003779	2
727	C0003782	8
728	C0003793	8
729	C0003794	8
730	C0003798	8
731	C0003804	2
732	C0003808	5
733	C0003811	3
734	C0003813	3
735	C0003816	2
736	C0003817	2
737	C0003818	2
738	C0003819	2
739	C0003824	8
740	C0003826	8
741	C0003827	8
742	C0003838	3
743	C0003842	8
744	C0003843	8
745	C0003847	8
746	C0003850	3
747	C0003855	8
748	C0003857	8
749	C0003860	3
750	C0003862	3
751	C0003864	3
752	C0003865	3
753	C0003868	3
754	C0003869	3
755	C0003872	3
756	C0003873	3
757	C0003876	7
758	C0003886	8
759	C0003893	8
760	C0003899	2
761	C0003904	8
762	C0003910	3
763	C0003916	8
764	C0003918	8
765	C0003920	8
766	C0003927	2
767	C0003928	2
768	C0003940	2
769	C0003944	3
770	C0003947	2
771	C0003949	3
772	C0003962	3
773	C0003965	7
774	C0003968	2
775	C0003969	3
776	C0003975	2
777	C0003980	8
778	C0003982	8
779	C0003984	8
780	C0003988	8
781	C0003995	2
782	C0003999	2
783	C0004006	2
784	C0004007	2
785	C0004015	2
786	C0004018	2
787	C0004030	3
788	C0004031	3
789	C0004044	3
790	C0004056	5
791	C0004080	8
792	C0004083	5
793	C0004091	2
794	C0004096	3
795	C0004099	3
796	C0004110	2
797	C0004114	3
798	C0004134	3
799	C0004135	3
800	C0004147	2
801	C0004153	3
802	C0004158	3
803	C0004178	8
804	C0004180	8
805	C0004233	2
806	C0004237	2
807	C0004238	3
808	C0004259	2
809	C0004271	5
810	C0004272	5
811	C0004274	5
812	C0004275	8
813	C0004279	7
814	C0004282	8
815	C0004286	8
816	C0004303	3
817	C0004309	5
818	C0004310	3
819	C0004312	8
820	C0004320	2
821	C0004331	3
822	C0004339	8
823	C0004340	8
824	C0004352	3
825	C0004358	2
826	C0004359	2
827	C0004361	8
828	C0004364	3
829	C0004368	3
830	C0004372	3
831	C0004376	8
832	C0004380	2
833	C0004382	2
834	C0004384	8
835	C0004385	8
836	C0004388	8
837	C0004391	5
838	C0004398	8
839	C0004400	8
840	C0004403	3
841	C0004421	3
842	C0004426	3
843	C0004430	8
844	C0004434	2
845	C0004461	1
846	C0004462	5
847	C0004465	2
848	C0004468	3
849	C0004471	2
850	C0004475	2
851	C0004476	2
852	C0004481	2
853	C0004482	2
854	C0004483	2
855	C0004484	2
856	C0004486	8
857	C0004489	2
858	C0004490	2
859	C0004491	2
860	C0004492	2
861	C0004494	2
862	C0004496	2
863	C0004497	2
864	C0004499	2
865	C0004501	2
866	C0004502	2
867	C0004504	2
868	C0004509	3
869	C0004519	2
870	C0004521	2
871	C0004525	2
872	C0004561	8
873	C0004565	3
874	C0004576	3
875	C0004586	7
876	C0004599	2
877	C0004601	8
878	C0004604	3
879	C0004609	2
880	C0004610	3
881	C0004611	7
882	C0004615	3
883	C0004623	3
884	C0004625	2
885	C0004626	3
886	C0004627	2
887	C0004630	2
888	C0004631	8
889	C0004632	2
890	C0004638	2
891	C0004641	2
892	C0004642	8
893	C0004651	7
894	C0004654	2
895	C0004660	7
896	C0004692	3
897	C0004704	8
898	C0004710	8
899	C0004715	8
900	C0004716	8
901	C0004726	8
902	C0004743	2
903	C0004745	2
904	C0004749	2
905	C0004754	2
906	C0004755	7
907	C0004760	8
908	C0004763	3
909	C0004768	8
910	C0004771	3
911	C0004772	7
912	C0004773	3
913	C0004775	3
914	C0004779	3
915	C0004781	8
916	C0004782	3
917	C0004793	8
918	C0004799	8
919	C0004816	8
920	C0004847	2
921	C0004855	2
922	C0004886	2
923	C0004891	2
924	C0004892	7
925	C0004903	3
926	C0004905	2
927	C0004915	8
928	C0004920	2
929	C0004927	8
930	C0004928	8
931	C0004930	3
932	C0004933	8
933	C0004935	8
934	C0004936	3
935	C0004937	8
936	C0004939	8
937	C0004940	8
938	C0004941	3
939	C0004943	3
940	C0004954	2
941	C0004963	2
942	C0004972	8
943	C0005001	3
944	C0005009	2
945	C0005013	2
946	C0005014	2
947	C0005023	2
948	C0005027	2
949	C0005029	2
950	C0005030	2
951	C0005034	2
952	C0005035	2
953	C0005036	2
954	C0005037	2
955	C0005038	2
956	C0005040	2
957	C0005041	2
958	C0005046	2
959	C0005047	2
960	C0005049	2
961	C0005050	2
962	C0005052	2
963	C0005058	2
964	C0005059	2
965	C0005061	2
966	C0005064	2
967	C0005065	2
968	C0005067	2
969	C0005068	2
970	C0005072	2
971	C0005077	2
972	C0005078	2
973	C0005082	2
974	C0005084	2
975	C0005085	2
976	C0005086	2
977	C0005088	2
978	C0005091	2
979	C0005092	2
980	C0005093	2
981	C0005096	2
982	C0005098	2
983	C0005099	2
984	C0005100	2
985	C0005101	2
986	C0005103	2
987	C0005106	2
988	C0005107	2
989	C0005115	2
990	C0005116	2
991	C0005117	2
992	C0005118	2
993	C0005124	2
994	C0005125	8
995	C0005129	3
996	C0005134	2
997	C0005136	3
998	C0005138	8
999	C0005139	2
1000	C0005157	2
1001	C0005197	2
1002	C0005210	2
1003	C0005261	2
1004	C0005270	2
1005	C0005283	3
1006	C0005286	2
1007	C0005287	2
1008	C0005304	2
1009	C0005307	2
1010	C0005308	2
1011	C0005309	2
1012	C0005320	2
1013	C0005323	2
1014	C0005329	8
1015	C0005330	2
1016	C0005346	8
1017	C0005352	2
1018	C0005365	8
1019	C0005367	2
1020	C0005368	2
1021	C0005378	2
1022	C0005382	2
1023	C0005388	8
1024	C0005390	2
1025	C0005391	2
1026	C0005395	3
1027	C0005396	3
1028	C0005400	8
1029	C0005401	8
1030	C0005402	2
1031	C0005403	3
1032	C0005411	3
1033	C0005423	8
1034	C0005424	3
1035	C0005426	3
1036	C0005427	8
1037	C0005435	8
1038	C0005437	2
1039	C0005446	2
1040	C0005456	2
1041	C0005457	2
1042	C0005458	5
1043	C0005474	8
1044	C0005477	8
1045	C0005479	2
1046	C0005482	8
1047	C0005489	8
1048	C0005491	8
1049	C0005492	2
1050	C0005496	2
1051	C0005497	2
1052	C0005498	2
1053	C0005507	8
1054	C0005515	2
1055	C0005516	8
1056	C0005520	8
1057	C0005522	2
1058	C0005526	8
1059	C0005527	8
1060	C0005528	5
1061	C0005529	5
1062	C0005530	8
1063	C0005532	8
1064	C0005533	2
1065	C0005537	8
1066	C0005538	2
1067	C0005539	8
1068	C0005540	8
1069	C0005544	8
1070	C0005549	8
1071	C0005553	8
1072	C0005554	2
1073	C0005558	8
1074	C0005560	8
1075	C0005562	2
1076	C0005567	8
1077	C0005568	2
1078	C0005574	8
1079	C0005575	2
1080	C0005576	5
1081	C0005578	2
1082	C0005580	2
1083	C0005586	3
1084	C0005591	3
1085	C0005592	3
1086	C0005595	7
1087	C0005604	8
1088	C0005607	8
1089	C0005612	8
1090	C0005615	5
1091	C0005640	2
1092	C0005659	8
1093	C0005683	3
1094	C0005684	3
1095	C0005686	3
1096	C0005689	8
1097	C0005690	8
1098	C0005694	3
1099	C0005695	3
1100	C0005697	3
1101	C0005699	3
1102	C0005712	8
1103	C0005716	3
1104	C0005729	8
1105	C0005736	2
1106	C0005744	3
1107	C0005745	8
1108	C0005747	3
1109	C0005757	5
1110	C0005758	3
1111	C0005763	2
1112	C0005767	8
1113	C0005769	5
1114	C0005771	8
1115	C0005773	8
1116	C0005774	8
1117	C0005775	5
1118	C0005778	5
1119	C0005779	3
1120	C0005789	2
1121	C0005790	8
1122	C0005791	8
1123	C0005798	8
1124	C0005800	8
1125	C0005802	2
1126	C0005803	8
1127	C0005804	2
1128	C0005806	3
1129	C0005809	8
1130	C0005811	5
1131	C0005818	3
1132	C0005821	8
1133	C0005823	5
1134	C0005824	8
1135	C0005830	3
1136	C0005831	8
1137	C0005832	2
1138	C0005834	8
1139	C0005836	2
1140	C0005841	8
1141	C0005843	8
1142	C0005845	8
1143	C0005847	8
1144	C0005850	8
1145	C0005853	8
1146	C0005854	8
1147	C0005855	5
1148	C0005856	5
1149	C0005859	3
1150	C0005861	8
1151	C0005862	8
1152	C0005863	8
1153	C0005866	3
1154	C0005874	3
1155	C0005884	8
1156	C0005885	8
1157	C0005886	8
1158	C0005888	8
1159	C0005889	8
1160	C0005890	8
1161	C0005893	8
1162	C0005898	8
1163	C0005901	8
1164	C0005903	8
1165	C0005904	3
1166	C0005905	5
1167	C0005910	8
1168	C0005911	3
1169	C0005912	8
1170	C0005919	2
1171	C0005926	8
1172	C0005931	8
1173	C0005934	2
1174	C0005937	3
1175	C0005939	5
1176	C0005940	3
1177	C0005941	3
1178	C0005942	3
1179	C0005943	3
1180	C0005944	3
1181	C0005949	8
1182	C0005953	8
1183	C0005955	8
1184	C0005956	3
1185	C0005967	3
1186	C0005971	8
1187	C0005974	5
1188	C0005975	8
1189	C0005976	8
1190	C0005982	2
1191	C0005985	2
1192	C0005995	8
1193	C0006002	8
1194	C0006003	8
1195	C0006007	2
1196	C0006008	3
1197	C0006015	3
1198	C0006020	2
1199	C0006021	2
1200	C0006022	2
1201	C0006023	3
1202	C0006025	2
1203	C0006031	2
1204	C0006032	2
1205	C0006035	3
1206	C0006036	8
1207	C0006037	8
1208	C0006038	8
1209	C0006042	8
1210	C0006050	2
1211	C0006055	2
1212	C0006057	8
1213	C0006060	3
1214	C0006075	3
1215	C0006079	3
1216	C0006100	2
1217	C0006104	8
1218	C0006105	3
1219	C0006106	5
1220	C0006107	8
1221	C0006109	3
1222	C0006110	3
1223	C0006111	3
1224	C0006112	3
1225	C0006114	3
1226	C0006117	8
1227	C0006118	3
1228	C0006121	8
1229	C0006135	7
1230	C0006141	8
1231	C0006142	3
1232	C0006144	3
1233	C0006145	3
1234	C0006147	5
1235	C0006155	8
1236	C0006157	3
1237	C0006159	5
1238	C0006160	3
1239	C0006161	2
1240	C0006167	2
1241	C0006170	7
1242	C0006174	2
1243	C0006205	8
1244	C0006212	2
1245	C0006215	2
1246	C0006216	2
1247	C0006220	2
1248	C0006222	2
1249	C0006223	2
1250	C0006228	2
1251	C0006230	2
1252	C0006233	2
1253	C0006239	2
1254	C0006241	2
1255	C0006246	2
1256	C0006247	2
1257	C0006251	2
1258	C0006261	3
1259	C0006262	8
1260	C0006264	3
1261	C0006266	3
1262	C0006267	3
1263	C0006271	3
1264	C0006272	3
1265	C0006274	3
1266	C0006277	3
1267	C0006280	2
1268	C0006281	8
1269	C0006282	8
1270	C0006285	3
1271	C0006287	3
1272	C0006290	8
1273	C0006308	7
1274	C0006309	3
1275	C0006319	2
1276	C0006325	3
1277	C0006341	2
1278	C0006347	8
1279	C0006350	2
1280	C0006351	2
1281	C0006360	2
1282	C0006366	8
1283	C0006376	2
1284	C0006384	3
1285	C0006388	2
1286	C0006395	7
1287	C0006396	3
1288	C0006400	2
1289	C0006403	2
1290	C0006404	2
1291	C0006408	2
1292	C0006413	3
1293	C0006434	8
1294	C0006435	8
1295	C0006436	8
1296	C0006440	8
1297	C0006444	3
1298	C0006456	2
1299	C0006461	2
1300	C0006462	2
1301	C0006463	2
1302	C0006469	2
1303	C0006475	2
1304	C0006480	2
1305	C0006494	2
1306	C0006500	2
1307	C0006507	2
1308	C0006519	2
1309	C0006521	2
1310	C0006523	2
1311	C0006525	2
1312	C0006539	8
1313	C0006549	8
1314	C0006556	2
1315	C0006560	2
1316	C0006611	2
1317	C0006613	2
1318	C0006617	2
1319	C0006625	3
1320	C0006628	2
1321	C0006629	8
1322	C0006630	2
1323	C0006631	2
1324	C0006632	2
1325	C0006635	8
1326	C0006639	2
1327	C0006643	2
1328	C0006644	2
1329	C0006655	8
1330	C0006657	2
1331	C0006660	5
1332	C0006663	3
1333	C0006668	2
1334	C0006674	2
1335	C0006675	2
1336	C0006681	2
1337	C0006683	2
1338	C0006684	2
1339	C0006685	2
1340	C0006686	2
1341	C0006692	2
1342	C0006695	2
1343	C0006701	2
1344	C0006704	2
1345	C0006705	3
1346	C0006706	2
1347	C0006711	2
1348	C0006712	2
1349	C0006714	2
1350	C0006716	2
1351	C0006718	2
1352	C0006720	2
1353	C0006724	2
1354	C0006726	2
1355	C0006732	2
1356	C0006736	8
1357	C0006751	8
1358	C0006754	8
1359	C0006755	7
1360	C0006758	2
1361	C0006774	2
1362	C0006776	2
1363	C0006777	8
1364	C0006779	8
1365	C0006780	8
1366	C0006787	2
1367	C0006809	2
1368	C0006812	2
1369	C0006813	7
1370	C0006826	3
1371	C0006836	7
1372	C0006840	3
1373	C0006845	3
1374	C0006846	3
1375	C0006849	3
1376	C0006852	3
1377	C0006855	8
1378	C0006864	2
1379	C0006884	7
1380	C0006906	5
1381	C0006913	8
1382	C0006915	3
1383	C0006916	7
1384	C0006924	2
1385	C0006926	2
1386	C0006930	2
1387	C0006931	2
1388	C0006932	7
1389	C0006937	2
1390	C0006945	2
1391	C0006947	2
1392	C0006948	2
1393	C0006949	2
1394	C0006960	2
1395	C0006967	2
1396	C0006968	2
1397	C0006971	2
1398	C0006974	2
1399	C0006982	2
1400	C0006987	2
1401	C0006992	2
1402	C0006993	2
1403	C0006995	2
1404	C0007001	3
1405	C0007003	8
1406	C0007004	2
1407	C0007007	2
1408	C0007009	2
1409	C0007010	2
1410	C0007012	2
1411	C0007016	2
1412	C0007017	2
1413	C0007018	2
1414	C0007021	2
1415	C0007022	2
1416	C0007026	2
1417	C0007027	2
1418	C0007043	2
1419	C0007044	2
1420	C0007053	2
1421	C0007066	2
1422	C0007067	2
1423	C0007075	2
1424	C0007082	2
1425	C0007090	2
1426	C0007091	2
1427	C0007093	3
1428	C0007095	3
1429	C0007097	3
1430	C0007098	3
1431	C0007099	3
1432	C0007102	3
1433	C0007107	3
1434	C0007113	3
1435	C0007114	3
1436	C0007117	3
1437	C0007118	3
1438	C0007120	3
1439	C0007121	3
1440	C0007124	3
1441	C0007125	3
1442	C0007128	3
1443	C0007130	3
1444	C0007131	3
1445	C0007133	3
1446	C0007134	3
1447	C0007135	3
1448	C0007137	3
1449	C0007138	3
1450	C0007140	3
1451	C0007142	2
1452	C0007143	2
1453	C0007158	2
1454	C0007165	8
1455	C0007166	3
1456	C0007185	8
1457	C0007188	2
1458	C0007189	8
1459	C0007192	3
1460	C0007193	3
1461	C0007194	3
1462	C0007200	2
1463	C0007208	8
1464	C0007209	2
1465	C0007220	2
1466	C0007222	3
1467	C0007226	8
1468	C0007227	5
1469	C0007240	8
1470	C0007246	2
1471	C0007257	2
1472	C0007258	2
1473	C0007259	2
1474	C0007261	2
1475	C0007267	2
1476	C0007269	2
1477	C0007271	2
1478	C0007272	8
1479	C0007273	3
1480	C0007274	3
1481	C0007276	8
1482	C0007277	8
1483	C0007279	3
1484	C0007282	3
1485	C0007285	8
1486	C0007286	3
1487	C0007289	2
1488	C0007292	2
1489	C0007299	2
1490	C0007301	8
1491	C0007302	3
1492	C0007303	8
1493	C0007310	2
1494	C0007328	8
1495	C0007332	2
1496	C0007343	2
1497	C0007344	8
1498	C0007350	3
1499	C0007361	3
